transaction_item_id,transaction_id,event_id,user_id,event_name,timestamp_event,payment_method_id,product_id,qty,price,original_amount
1009002,100900,255001,10151,complete,6/14/2021 10:09:00,3,10000,5,100000,500000
1002722,100272,284506,10043,complete,11/25/2021 19:25:34,1,10000,5,100000,500000
1011172,101117,284450,10190,complete,11/25/2021 13:36:30,1,10000,5,100000,500000
1000233,100023,153748,10004,complete,12/10/2019 10:04:35,1,10000,5,100000,500000
1000403,100040,189801,10006,complete,7/5/2020 13:50:19,1,10000,5,100000,500000
1002591,100259,108695,10041,complete,3/19/2019 20:07:07,5,10000,2,100000,200000
1005721,100572,129969,10094,complete,7/29/2019 19:23:04,2,10000,2,100000,200000
1015411,101541,214737,10261,complete,10/26/2020 17:00:19,3,10000,2,100000,200000
1019541,101954,193717,10325,complete,7/23/2020 17:27:51,2,10000,2,100000,200000
1022761,102276,189925,10378,complete,7/6/2020 6:19:20,1,10000,2,100000,200000
1027701,102770,101828,10456,cancelled,1/16/2019 18:25:57,2,10000,2,100000,200000
1028981,102898,221714,10480,complete,11/24/2020 12:25:48,2,10000,2,100000,200000
1032711,103271,244510,10540,complete,4/4/2021 18:47:56,1,10000,2,100000,200000
1033771,103377,178595,10559,cancelled,4/25/2020 20:23:16,2,10000,2,100000,200000
1036841,103684,216808,10607,complete,11/5/2020 11:38:01,3,10000,2,100000,200000
1101711,110171,180715,20019,complete,5/9/2020 12:15:41,2,10000,2,100000,200000
1102101,110210,247242,20026,complete,4/22/2021 11:45:05,2,10000,2,100000,200000
1104341,110434,160344,20066,complete,1/12/2020 10:14:53,4,10000,2,100000,200000
1104791,110479,228036,20072,complete,12/18/2020 22:19:35,2,10000,2,100000,200000
1108621,110862,181455,20135,complete,5/14/2020 10:37:13,3,10000,2,100000,200000
1112151,111215,147304,20186,complete,11/9/2019 7:37:37,3,10000,2,100000,200000
1116501,111650,148642,20257,complete,11/15/2019 11:59:30,1,10000,2,100000,200000
1119501,111950,107609,20313,complete,3/9/2019 18:41:39,3,10000,2,100000,200000
1011432,101143,160270,10194,complete,1/11/2020 18:13:32,2,10000,2,100000,200000
1000412,100041,206385,10006,complete,9/22/2020 13:51:30,3,10000,2,100000,200000
1000393,100039,161141,10006,complete,1/15/2020 19:54:23,2,10000,2,100000,200000
1003003,100300,235008,10049,complete,1/27/2021 8:46:08,3,10000,2,100000,200000
1000141,100014,263081,10002,complete,7/30/2021 13:30:30,1,10000,7,100000,700000
1003071,100307,246845,10050,complete,4/19/2021 16:27:25,1,10000,7,100000,700000
1004001,100400,184098,10068,complete,5/29/2020 21:52:20,3,10000,7,100000,700000
1004271,100427,256405,10073,complete,6/24/2021 9:46:33,2,10000,7,100000,700000
1006201,100620,207072,10103,complete,9/25/2020 8:39:35,2,10000,7,100000,700000
1012541,101254,114892,10211,complete,5/2/2019 14:06:13,4,10000,7,100000,700000
1018321,101832,283339,10305,complete,11/19/2021 16:57:17,3,10000,7,100000,700000
1022411,102241,258082,10373,complete,7/4/2021 6:53:55,1,10000,7,100000,700000
1032961,103296,170602,10545,complete,3/8/2020 7:52:19,2,10000,7,100000,700000
1036471,103647,209917,10601,complete,10/7/2020 12:41:55,2,10000,7,100000,700000
1100741,110074,254119,20003,complete,6/8/2021 15:41:59,1,10000,7,100000,700000
1103541,110354,283076,20051,complete,11/18/2021 17:24:14,4,10000,7,100000,700000
1109491,110949,175543,20148,complete,4/7/2020 11:23:44,4,10000,7,100000,700000
1112061,111206,226613,20184,complete,12/13/2020 9:54:05,3,10000,7,100000,700000
1116051,111605,283749,20248,complete,11/21/2021 20:32:43,1,10000,7,100000,700000
1015132,101513,138920,10257,complete,9/28/2019 8:48:38,2,10000,7,100000,700000
1017192,101719,183235,10290,complete,5/24/2020 16:48:10,1,10000,7,100000,700000
1011062,101106,222999,10189,complete,11/29/2020 15:58:27,1,10000,7,100000,700000
1003612,100361,231413,10060,complete,1/2/2021 21:27:15,2,10000,7,100000,700000
1001992,100199,284180,10031,complete,11/23/2021 20:31:24,2,10000,7,100000,700000
1006122,100612,275431,10101,complete,10/8/2021 10:24:03,1,10000,7,100000,700000
1001793,100179,210920,10028,complete,10/11/2020 19:24:28,2,10000,7,100000,700000
1000731,100073,246029,10010,complete,4/14/2021 11:07:04,2,10000,4,100000,400000
1006471,100647,130621,10108,complete,8/3/2019 17:46:37,1,10000,4,100000,400000
1007321,100732,223425,10122,complete,12/1/2020 10:34:17,1,10000,4,100000,400000
1009991,100999,141510,10168,cancelled,10/11/2019 11:54:00,3,10000,4,100000,400000
1013541,101354,269990,10228,complete,9/8/2021 13:41:14,3,10000,4,100000,400000
1016961,101696,249937,10286,complete,5/9/2021 15:19:01,1,10000,4,100000,400000
1019481,101948,146990,10324,complete,11/7/2019 16:26:03,2,10000,4,100000,400000
1024701,102470,232909,10408,complete,1/12/2021 12:12:51,3,10000,4,100000,400000
1027161,102716,282122,10447,complete,11/13/2021 18:22:28,1,10000,4,100000,400000
1027531,102753,190256,10454,complete,7/7/2020 19:50:55,2,10000,4,100000,400000
1034811,103481,230921,10572,complete,12/30/2020 8:30:10,1,10000,4,100000,400000
1038751,103875,279921,10640,complete,11/2/2021 11:18:06,2,10000,4,100000,400000
1106691,110669,247842,20100,complete,4/26/2021 11:06:27,2,10000,4,100000,400000
1108691,110869,260006,20136,complete,7/13/2021 21:44:39,4,10000,4,100000,400000
1015322,101532,176247,10260,complete,4/11/2020 22:34:46,2,10000,4,100000,400000
1009042,100904,251038,10152,complete,5/16/2021 16:20:25,1,10000,4,100000,400000
1004883,100488,133258,10083,complete,8/21/2019 9:07:14,2,10000,4,100000,400000
1002603,100260,161076,10041,complete,1/15/2020 17:17:58,2,10000,4,100000,400000
1003603,100360,228084,10060,complete,12/19/2020 8:56:56,1,10000,4,100000,400000
1003683,100368,274035,10061,complete,9/29/2021 19:59:35,1,10000,4,100000,400000
1002121,100212,252902,10034,complete,5/29/2021 8:03:04,2,10000,1,100000,100000
1002571,100257,282213,10040,complete,11/14/2021 7:03:30,2,10000,1,100000,100000
1003561,100356,257565,10059,complete,6/30/2021 19:01:54,1,10000,1,100000,100000
1005021,100502,235755,10084,complete,2/3/2021 19:33:08,2,10000,1,100000,100000
1005671,100567,232861,10093,complete,1/12/2021 6:41:35,3,10000,1,100000,100000
1006251,100625,270085,10103,complete,9/8/2021 22:53:08,3,10000,1,100000,100000
1007261,100726,250780,10120,complete,5/15/2021 7:02:26,3,10000,1,100000,100000
1007661,100766,139623,10128,complete,10/2/2019 9:27:48,2,10000,1,100000,100000
1007741,100774,283230,10129,complete,11/19/2021 11:34:57,3,10000,1,100000,100000
1011011,101101,233737,10188,complete,1/17/2021 15:18:01,1,10000,1,100000,100000
1013331,101333,290912,10225,complete,12/30/2021 6:49:51,2,10000,1,100000,100000
1013351,101335,234121,10225,cancelled,1/20/2021 13:25:58,1,10000,1,100000,100000
1015281,101528,196567,10259,cancelled,8/7/2020 20:32:15,2,10000,1,100000,100000
1022791,102279,232737,10378,complete,1/11/2021 12:17:38,1,10000,1,100000,100000
1026011,102601,255433,10427,complete,6/17/2021 13:55:43,1,10000,1,100000,100000
1028491,102849,198531,10470,complete,8/16/2020 15:39:06,1,10000,1,100000,100000
1032731,103273,281889,10540,complete,11/12/2021 16:31:17,3,10000,1,100000,100000
1034081,103408,235737,10563,complete,2/3/2021 18:35:56,3,10000,1,100000,100000
1035531,103553,258976,10586,complete,7/8/2021 14:38:20,3,10000,1,100000,100000
1037991,103799,213810,10626,complete,10/23/2020 7:08:21,1,10000,1,100000,100000
1038081,103808,249783,10627,complete,5/8/2021 11:34:38,2,10000,1,100000,100000
1038321,103832,118008,10633,complete,5/20/2019 6:55:46,5,10000,1,100000,100000
1100501,110050,107914,20000,complete,3/12/2019 18:15:34,3,10000,1,100000,100000
1101141,110114,183608,20010,cancelled,5/26/2020 19:19:45,3,10000,1,100000,100000
1101171,110117,255045,20011,complete,6/14/2021 12:46:34,1,10000,1,100000,100000
1102621,110262,123814,20036,complete,6/24/2019 11:18:17,2,10000,1,100000,100000
1106561,110656,168879,20099,complete,2/27/2020 10:27:44,3,10000,1,100000,100000
1107731,110773,121569,20119,complete,6/11/2019 11:24:47,2,10000,1,100000,100000
1109571,110957,287003,20148,complete,12/9/2021 8:13:19,1,10000,1,100000,100000
1110001,111000,272053,20155,complete,9/18/2021 8:44:37,1,10000,1,100000,100000
1113891,111389,212377,20216,complete,10/17/2020 20:15:54,2,10000,1,100000,100000
1114341,111434,134582,20223,complete,8/30/2019 19:07:46,2,10000,1,100000,100000
1114831,111483,268732,20229,complete,9/2/2021 7:55:15,1,10000,1,100000,100000
1116571,111657,132557,20258,complete,8/16/2019 11:32:03,2,10000,1,100000,100000
1118521,111852,182696,20294,complete,5/21/2020 19:09:25,2,10000,1,100000,100000
1017342,101734,122105,10293,complete,6/14/2019 10:34:10,3,10000,1,100000,100000
1013462,101346,127137,10228,complete,7/12/2019 19:46:51,1,10000,1,100000,100000
1006452,100645,163707,10107,complete,2/1/2020 16:41:38,1,10000,1,100000,100000
1008302,100830,186739,10142,complete,6/17/2020 17:06:32,1,10000,1,100000,100000
1008092,100809,203501,10137,complete,9/8/2020 21:27:17,2,10000,1,100000,100000
1008812,100881,199127,10149,complete,8/19/2020 8:20:47,1,10000,1,100000,100000
1012492,101249,228575,10209,complete,12/20/2020 21:11:53,2,10000,1,100000,100000
1005242,100524,243166,10087,complete,3/23/2021 22:57:50,2,10000,1,100000,100000
1005512,100551,239058,10090,complete,2/24/2021 12:59:21,1,10000,1,100000,100000
1007072,100707,252795,10118,complete,5/28/2021 6:10:48,4,10000,1,100000,100000
1000882,100088,283629,10012,complete,11/21/2021 14:08:41,1,10000,1,100000,100000
1003732,100373,267201,10062,complete,8/22/2021 12:49:41,1,10000,1,100000,100000
1001573,100157,149827,10023,cancelled,11/20/2019 18:35:25,2,10000,1,100000,100000
1007283,100728,129434,10121,complete,7/26/2019 10:02:36,4,10000,1,100000,100000
1009123,100912,181259,10154,complete,5/13/2020 7:20:29,2,10000,1,100000,100000
1000113,100011,190509,10002,complete,7/8/2020 22:09:00,1,10000,1,100000,100000
1006553,100655,241228,10109,complete,3/11/2021 18:05:20,3,10000,1,100000,100000
1001011,100101,247272,10014,complete,4/22/2021 14:05:02,1,10000,6,100000,600000
1001731,100173,123365,10027,complete,6/21/2019 12:43:25,5,10000,6,100000,600000
1007401,100740,200507,10123,cancelled,8/25/2020 16:50:33,2,10000,6,100000,600000
1013041,101304,228914,10220,complete,12/22/2020 11:35:33,1,10000,6,100000,600000
1015571,101557,260119,10264,complete,7/14/2021 16:46:05,1,10000,6,100000,600000
1016141,101614,209315,10274,complete,10/5/2020 6:29:44,4,10000,6,100000,600000
1018521,101852,258536,10309,complete,7/6/2021 13:14:50,2,10000,6,100000,600000
1021901,102190,109616,10364,complete,3/27/2019 8:19:49,2,10000,6,100000,600000
1022491,102249,222964,10374,complete,11/29/2020 12:52:40,2,10000,6,100000,600000
1023151,102315,244570,10384,complete,4/4/2021 22:09:58,2,10000,6,100000,600000
1023661,102366,168103,10392,complete,2/23/2020 18:49:41,3,10000,6,100000,600000
1025181,102518,139960,10416,complete,10/3/2019 19:48:39,3,10000,6,100000,600000
1026111,102611,262891,10429,complete,7/29/2021 12:07:48,1,10000,6,100000,600000
1026381,102638,240080,10433,complete,3/3/2021 6:37:39,2,10000,6,100000,600000
1035101,103510,137458,10580,complete,9/18/2019 17:01:08,2,10000,6,100000,600000
1100541,110054,110203,20001,complete,4/2/2019 17:54:12,3,10000,6,100000,600000
1107541,110754,102210,20115,complete,1/19/2019 20:39:25,2,10000,6,100000,600000
1107951,110795,191151,20122,complete,7/11/2020 22:46:35,2,10000,6,100000,600000
1113551,111355,218470,20211,complete,11/11/2020 18:19:14,2,10000,6,100000,600000
1114841,111484,163377,20229,cancelled,1/27/2020 21:08:59,2,10000,6,100000,600000
1116581,111658,167381,20258,complete,2/20/2020 7:12:18,2,10000,6,100000,600000
1120211,112021,188275,20323,cancelled,6/26/2020 16:20:41,1,10000,6,100000,600000
1120861,112086,107190,20337,complete,3/6/2019 7:15:51,2,10000,6,100000,600000
1002922,100292,274267,10047,complete,9/30/2021 22:49:56,1,10000,6,100000,600000
1004872,100487,285009,10082,complete,11/29/2021 7:38:08,1,10000,6,100000,600000
1007512,100751,282524,10125,complete,11/15/2021 14:35:09,1,10000,6,100000,600000
1005943,100594,122721,10098,complete,6/17/2019 21:10:02,1,10000,6,100000,600000
1003473,100347,153475,10058,complete,12/8/2019 18:20:15,2,10000,6,100000,600000
1004543,100454,186418,10077,complete,6/16/2020 9:06:39,2,10000,6,100000,600000
1000543,100054,217176,10007,complete,11/6/2020 18:57:33,1,10000,6,100000,600000
1003663,100366,227626,10061,complete,12/17/2020 8:29:38,1,10000,6,100000,600000
1001863,100186,247318,10029,complete,4/22/2021 18:43:58,3,10000,6,100000,600000
1004613,100461,246206,10078,complete,4/15/2021 14:12:47,3,10000,6,100000,600000
1002573,100257,282213,10040,complete,11/14/2021 7:03:30,2,10000,6,100000,600000
1008771,100877,279153,10148,complete,10/27/2021 16:58:07,2,10000,3,100000,300000
1015761,101576,102508,10268,complete,1/22/2019 19:08:23,1,10000,3,100000,300000
1017821,101782,129210,10299,complete,7/25/2019 6:42:14,3,10000,3,100000,300000
1019191,101919,274486,10318,complete,10/2/2021 10:51:07,1,10000,3,100000,300000
1023481,102348,208819,10389,complete,10/2/2020 18:21:12,1,10000,3,100000,300000
1028071,102807,134516,10463,complete,8/30/2019 9:54:16,1,10000,3,100000,300000
1031541,103154,194394,10524,complete,7/27/2020 9:02:42,4,10000,3,100000,300000
1038811,103881,121560,10642,complete,6/11/2019 10:13:36,4,10000,3,100000,300000
1108311,110831,192521,20129,complete,7/18/2020 9:45:27,1,10000,3,100000,300000
1109561,110956,267680,20148,complete,8/25/2021 14:00:12,1,10000,3,100000,300000
1110691,111069,234101,20165,complete,1/20/2021 10:52:14,3,10000,3,100000,300000
1111901,111190,124128,20181,complete,6/26/2019 7:39:12,2,10000,3,100000,300000
1112121,111212,184851,20185,complete,6/4/2020 22:57:32,2,10000,3,100000,300000
1112691,111269,117254,20195,complete,5/15/2019 12:27:37,4,10000,3,100000,300000
1120531,112053,249880,20330,complete,5/9/2021 8:34:06,1,10000,3,100000,300000
1011412,101141,105691,10194,complete,2/20/2019 13:14:17,3,10000,3,100000,300000
1004292,100429,137174,10074,complete,9/16/2019 16:57:24,3,10000,3,100000,300000
1007782,100778,160001,10131,complete,1/10/2020 18:00:18,2,10000,3,100000,300000
1010042,101004,255274,10169,complete,6/16/2021 12:08:34,3,10000,3,100000,300000
1012462,101246,247190,10208,complete,4/22/2021 6:32:10,1,10000,3,100000,300000
1003773,100377,131248,10064,complete,8/6/2019 20:02:31,1,10000,3,100000,300000
1002831,100283,226420,10046,complete,12/12/2020 15:35:09,4,10001,8,100000,800000
1013061,101306,152462,10221,complete,12/4/2019 11:18:05,2,10001,8,100000,800000
1023431,102343,229867,10388,complete,12/26/2020 12:34:57,2,10001,8,100000,800000
1025321,102532,245672,10418,complete,4/11/2021 14:27:04,2,10001,8,100000,800000
1105951,110595,115587,20089,cancelled,5/6/2019 11:26:36,1,10001,8,100000,800000
1110841,111084,246532,20168,complete,4/17/2021 18:51:51,1,10001,8,100000,800000
1112441,111244,140849,20190,complete,10/8/2019 13:26:59,4,10001,8,100000,800000
1116531,111653,201219,20257,cancelled,8/28/2020 13:35:33,4,10001,8,100000,800000
1120091,112009,197471,20322,complete,8/11/2020 21:06:50,1,10001,8,100000,800000
1121061,112106,100188,20339,complete,1/2/2019 12:51:04,2,10001,8,100000,800000
1007362,100736,182657,10122,cancelled,5/21/2020 16:16:45,1,10001,8,100000,800000
1007293,100729,153846,10121,complete,12/10/2019 18:38:22,1,10001,8,100000,800000
1006543,100654,213609,10109,complete,10/22/2020 10:55:29,1,10001,8,100000,800000
1005923,100592,289152,10097,complete,12/20/2021 6:59:06,1,10001,8,100000,800000
1007091,100709,262976,10118,complete,7/29/2021 18:52:43,3,10001,5,100000,500000
1009851,100985,114151,10166,complete,4/28/2019 6:55:17,2,10001,5,100000,500000
1018701,101870,242743,10311,complete,3/21/2021 20:14:42,1,10001,5,100000,500000
1022991,102299,165745,10382,cancelled,2/12/2020 11:14:28,1,10001,5,100000,500000
1024891,102489,283413,10410,complete,11/20/2021 8:26:34,2,10001,5,100000,500000
1025351,102535,266399,10418,complete,8/18/2021 6:25:36,1,10001,5,100000,500000
1029361,102936,174764,10486,complete,4/2/2020 17:05:12,3,10001,5,100000,500000
1101271,110127,283709,20012,complete,11/21/2021 18:33:30,1,10001,5,100000,500000
1102001,110200,259432,20025,complete,7/10/2021 20:28:21,1,10001,5,100000,500000
1115561,111556,240279,20241,complete,3/4/2021 17:47:15,1,10001,5,100000,500000
1119911,111991,235469,20320,complete,2/2/2021 9:52:11,3,10001,5,100000,500000
1121311,112131,195200,20343,complete,7/30/2020 20:25:12,2,10001,5,100000,500000
1008162,100816,142900,10138,cancelled,10/18/2019 13:54:28,3,10001,5,100000,500000
1010972,101097,178070,10187,complete,4/21/2020 16:01:45,2,10001,5,100000,500000
1014542,101454,198735,10247,complete,8/17/2020 15:37:59,2,10001,5,100000,500000
1007262,100726,250780,10120,complete,5/15/2021 7:02:26,3,10001,5,100000,500000
1001022,100102,258408,10014,complete,7/5/2021 19:01:52,1,10001,5,100000,500000
1006732,100673,265065,10112,complete,8/10/2021 20:33:57,2,10001,5,100000,500000
1010692,101069,269431,10180,complete,9/5/2021 17:45:21,2,10001,5,100000,500000
1004323,100432,176089,10074,complete,4/10/2020 19:50:12,1,10001,5,100000,500000
1000483,100048,197620,10006,cancelled,8/12/2020 15:45:25,3,10001,5,100000,500000
1003493,100349,202544,10058,complete,9/4/2020 20:16:44,2,10001,5,100000,500000
1005003,100500,223035,10084,complete,11/29/2020 18:24:47,3,10001,5,100000,500000
1004873,100487,285009,10082,complete,11/29/2021 7:38:08,1,10001,5,100000,500000
1001221,100122,163142,10018,complete,1/26/2020 16:55:46,2,10001,2,100000,200000
1004151,100415,192430,10070,complete,7/17/2020 22:29:50,1,10001,2,100000,200000
1004211,100421,176672,10071,complete,4/14/2020 10:40:18,3,10001,2,100000,200000
1007551,100755,203212,10126,complete,9/7/2020 19:07:00,1,10001,2,100000,200000
1007691,100769,263952,10128,complete,8/5/2021 8:33:18,4,10001,2,100000,200000
1008971,100897,135018,10150,cancelled,9/2/2019 19:53:16,4,10001,2,100000,200000
1009951,100995,113241,10168,complete,4/22/2019 21:22:33,3,10001,2,100000,200000
1012201,101220,246658,10204,complete,4/18/2021 14:00:23,3,10001,2,100000,200000
1015131,101513,138920,10257,complete,9/28/2019 8:48:38,2,10001,2,100000,200000
1023391,102339,219081,10387,cancelled,11/13/2020 20:00:16,1,10001,2,100000,200000
1024331,102433,145346,10402,complete,10/30/2019 7:50:54,2,10001,2,100000,200000
1026051,102605,142200,10428,complete,10/15/2019 8:14:46,5,10001,2,100000,200000
1026981,102698,125843,10444,cancelled,7/5/2019 18:44:08,1,10001,2,100000,200000
1029471,102947,234001,10487,complete,1/19/2021 17:38:44,2,10001,2,100000,200000
1101841,110184,236339,20021,complete,2/7/2021 18:12:18,1,10001,2,100000,200000
1110831,111083,236059,20168,complete,2/5/2021 18:21:56,3,10001,2,100000,200000
1111421,111142,204742,20175,complete,9/15/2020 6:17:51,2,10001,2,100000,200000
1113571,111357,101490,20212,complete,1/14/2019 9:27:09,3,10001,2,100000,200000
1118791,111879,277068,20298,complete,10/17/2021 12:43:11,2,10001,2,100000,200000
1119811,111981,268288,20318,complete,8/29/2021 11:20:40,2,10001,2,100000,200000
1009952,100995,113241,10168,complete,4/22/2019 21:22:33,3,10001,2,100000,200000
1014242,101424,104704,10242,complete,2/13/2019 7:23:45,1,10001,2,100000,200000
1015472,101547,109836,10263,complete,4/1/2019 8:04:02,1,10001,2,100000,200000
1004072,100407,146482,10069,complete,11/5/2019 12:20:04,2,10001,2,100000,200000
1004312,100431,162739,10074,complete,1/24/2020 19:57:24,2,10001,2,100000,200000
1007612,100761,197027,10127,complete,8/9/2020 21:48:28,1,10001,2,100000,200000
1012942,101294,222346,10219,complete,11/26/2020 18:55:17,1,10001,2,100000,200000
1011372,101137,242969,10193,complete,3/22/2021 20:48:01,3,10001,2,100000,200000
1015192,101519,232439,10258,complete,1/9/2021 6:46:44,1,10001,2,100000,200000
1012582,101258,285851,10211,complete,12/3/2021 12:21:44,1,10001,2,100000,200000
1007713,100771,159914,10129,complete,1/10/2020 11:44:52,4,10001,2,100000,200000
1004983,100498,202706,10084,complete,9/5/2020 13:41:28,3,10001,2,100000,200000
1005653,100565,248690,10092,complete,5/1/2021 22:06:23,2,10001,2,100000,200000
1004773,100477,271133,10081,complete,9/13/2021 15:32:27,1,10001,2,100000,200000
1001831,100183,136298,10029,complete,9/10/2019 20:00:17,1,10001,7,100000,700000
1006301,100630,157911,10105,complete,12/30/2019 6:31:34,2,10001,7,100000,700000
1006371,100637,174334,10106,complete,3/28/2020 9:52:52,2,10001,7,100000,700000
1007411,100741,177276,10124,complete,4/17/2020 10:45:54,2,10001,7,100000,700000
1009721,100972,187381,10164,complete,6/21/2020 15:41:38,2,10001,7,100000,700000
1016701,101670,115777,10282,complete,5/7/2019 13:01:49,1,10001,7,100000,700000
1016861,101686,167063,10285,complete,2/18/2020 14:25:28,2,10001,7,100000,700000
1018921,101892,177961,10314,complete,4/20/2020 21:25:45,2,10001,7,100000,700000
1020551,102055,231097,10343,complete,1/1/2021 7:02:33,2,10001,7,100000,700000
1026191,102619,131120,10431,complete,8/5/2019 22:45:30,3,10001,7,100000,700000
1027481,102748,254128,10452,complete,6/8/2021 15:55:16,1,10001,7,100000,700000
1029771,102977,290457,10491,complete,12/27/2021 17:49:29,2,10001,7,100000,700000
1037271,103727,168961,10615,complete,2/27/2020 18:19:09,2,10001,7,100000,700000
1037531,103753,238639,10619,complete,2/21/2021 17:15:56,3,10001,7,100000,700000
1037841,103784,289302,10623,complete,12/20/2021 18:11:04,1,10001,7,100000,700000
1114141,111414,191924,20220,complete,7/15/2020 11:53:35,1,10001,7,100000,700000
1117721,111772,202591,20278,complete,9/5/2020 7:07:26,2,10001,7,100000,700000
1119661,111966,257706,20315,complete,7/1/2021 18:50:35,1,10001,7,100000,700000
1005542,100554,109567,10091,complete,3/26/2019 19:15:01,2,10001,7,100000,700000
1011122,101112,116967,10190,complete,5/13/2019 20:04:56,2,10001,7,100000,700000
1024052,102405,113027,10397,complete,4/21/2019 17:45:58,3,10001,7,100000,700000
1007942,100794,125156,10135,complete,7/1/2019 11:44:35,4,10001,7,100000,700000
1015442,101544,166201,10262,complete,2/14/2020 15:23:04,2,10001,7,100000,700000
1005723,100572,129969,10094,complete,7/29/2019 19:23:04,2,10001,7,100000,700000
1004641,100464,226190,10079,complete,12/11/2020 19:24:23,1,10001,4,100000,400000
1011781,101178,173157,10199,complete,3/21/2020 21:07:15,3,10001,4,100000,400000
1016361,101636,108411,10277,complete,3/16/2019 17:43:15,2,10001,4,100000,400000
1025981,102598,202839,10427,complete,9/5/2020 20:27:34,1,10001,4,100000,400000
1029821,102982,243719,10493,complete,3/27/2021 12:42:51,3,10001,4,100000,400000
1031741,103174,128404,10527,complete,7/20/2019 9:30:51,1,10001,4,100000,400000
1031941,103194,249214,10529,complete,5/4/2021 19:10:32,2,10001,4,100000,400000
1032011,103201,119975,10530,complete,6/2/2019 14:11:14,2,10001,4,100000,400000
1033281,103328,132830,10549,cancelled,8/18/2019 9:16:49,2,10001,4,100000,400000
1104741,110474,262507,20071,complete,7/27/2021 10:38:32,4,10001,4,100000,400000
1114391,111439,259491,20223,complete,7/10/2021 22:52:49,2,10001,4,100000,400000
1115011,111501,238114,20232,complete,2/18/2021 18:29:36,3,10001,4,100000,400000
1118241,111824,209813,20287,complete,10/6/2020 20:20:42,1,10001,4,100000,400000
1008112,100811,106969,10138,complete,3/4/2019 14:04:57,3,10001,4,100000,400000
1001832,100183,136298,10029,complete,9/10/2019 20:00:17,1,10001,4,100000,400000
1016502,101650,127752,10279,complete,7/16/2019 16:29:33,1,10001,4,100000,400000
1016712,101671,133764,10282,complete,8/24/2019 17:44:17,2,10001,4,100000,400000
1001752,100175,178406,10027,complete,4/24/2020 11:57:53,1,10001,4,100000,400000
1016032,101603,255066,10272,cancelled,6/15/2021 6:44:21,1,10001,4,100000,400000
