event_id,event_name,timestamp_event,user_id,payment_method_id,transaction_id,voucher,voucher_id,voucher_amount,original_amount,paid_amount
226252,complete,12/11/2020 22:40:40,20695,4,115486,FALSE,,0,800000,800000
257146,complete,6/28/2021 9:59:32,10112,2,100672,FALSE,,0,3360000,3360000
133751,complete,8/24/2019 16:42:23,11112,4,107940,FALSE,,0,1920000,1920000
120634,complete,6/6/2019 8:10:58,11121,3,108026,FALSE,,0,1920000,1920000
234335,complete,1/21/2021 18:55:35,11121,3,108034,FALSE,,0,1920000,1920000
284306,complete,11/24/2021 14:18:15,11125,2,108074,FALSE,,0,1920000,1920000
225467,complete,12/9/2020 6:06:20,11126,3,108083,FALSE,,0,1920000,1920000
281165,complete,11/8/2021 16:13:32,11128,2,108107,FALSE,,0,1920000,1920000
248973,complete,5/3/2021 14:51:56,11146,4,108280,FALSE,,0,1920000,1920000
171644,complete,3/13/2020 17:33:10,11153,4,108338,FALSE,,0,1920000,1920000
213985,complete,10/24/2020 6:12:01,11161,2,108426,FALSE,,0,1920000,1920000
150048,complete,11/21/2019 20:01:22,11164,5,108459,FALSE,,0,1920000,1920000
227696,complete,12/17/2020 13:58:46,11165,4,108471,FALSE,,0,1920000,1920000
150084,complete,11/21/2019 21:10:54,11173,2,108556,FALSE,,0,1920000,1920000
213972,complete,10/23/2020 22:34:45,11174,4,108569,FALSE,,0,1920000,1920000
162805,complete,1/25/2020 11:28:34,11177,2,108599,FALSE,,0,1920000,1920000
163497,complete,1/28/2020 15:01:44,11180,2,108628,FALSE,,0,1920000,1920000
104757,cancelled,2/13/2019 14:08:54,11180,4,108637,FALSE,,0,1920000,1920000
135726,complete,9/7/2019 20:59:39,11182,4,108651,FALSE,,0,1920000,1920000
238426,complete,2/20/2021 8:53:09,11198,4,108830,FALSE,,0,1920000,1920000
234560,complete,1/24/2021 8:18:40,11202,2,108871,FALSE,,0,1920000,1920000
254828,cancelled,6/13/2021 6:33:51,11216,4,109026,FALSE,,0,1920000,1920000
198322,complete,8/15/2020 13:42:42,11220,2,109072,FALSE,,0,1920000,1920000
124667,complete,6/28/2019 20:36:24,11222,4,109093,FALSE,,0,1920000,1920000
220036,complete,11/17/2020 12:54:21,11225,2,109128,FALSE,,0,1920000,1920000
285121,cancelled,11/29/2021 18:56:19,11234,3,109234,FALSE,,0,1920000,1920000
227175,complete,12/15/2020 12:46:17,11235,4,109240,FALSE,,0,1920000,1920000
113259,complete,4/23/2019 6:50:47,11239,2,109276,FALSE,,0,1920000,1920000
222012,complete,11/25/2020 16:38:37,11247,2,109388,FALSE,,0,1920000,1920000
209546,cancelled,10/5/2020 18:06:06,11255,2,109499,FALSE,,0,1920000,1920000
112122,complete,4/15/2019 8:16:48,11263,2,109591,FALSE,,0,1920000,1920000
171963,complete,3/15/2020 15:20:21,11263,3,109595,FALSE,,0,1920000,1920000
152741,complete,12/5/2019 12:31:48,11268,4,109654,FALSE,,0,1920000,1920000
198506,complete,8/16/2020 13:54:32,11268,4,109657,FALSE,,0,1920000,1920000
285521,complete,12/1/2021 18:20:23,11271,3,109703,FALSE,,0,1920000,1920000
170811,complete,3/9/2020 9:07:22,11276,4,109752,FALSE,,0,1920000,1920000
214520,complete,10/26/2020 6:49:13,11277,4,109762,FALSE,,0,1920000,1920000
114688,complete,5/1/2019 8:57:17,11282,2,109807,FALSE,,0,1920000,1920000
163419,complete,1/28/2020 7:36:04,11288,5,109891,FALSE,,0,1920000,1920000
141501,complete,10/11/2019 11:23:04,11289,4,109905,FALSE,,0,1920000,1920000
204633,cancelled,9/14/2020 14:43:30,20595,2,114385,FALSE,,0,1920000,1920000
148934,complete,11/16/2019 15:47:30,20596,2,114390,FALSE,,0,1920000,1920000
270066,complete,9/8/2021 19:08:25,20603,4,114460,FALSE,,0,1920000,1920000
132912,complete,8/18/2019 18:44:41,20604,4,114465,FALSE,,0,1920000,1920000
213895,complete,10/23/2020 17:53:31,20604,4,114466,FALSE,,0,1920000,1920000
215069,complete,10/27/2020 22:19:34,20606,2,114491,FALSE,,0,1920000,1920000
164948,complete,2/8/2020 6:43:17,20625,4,114720,FALSE,,0,1920000,1920000
289292,complete,12/20/2021 15:46:26,20625,3,114724,FALSE,,0,1920000,1920000
102714,complete,1/24/2019 11:55:46,20628,4,114746,FALSE,,0,1920000,1920000
109178,complete,3/23/2019 20:38:30,20646,5,114931,FALSE,,0,1920000,1920000
213305,complete,10/21/2020 8:09:04,20647,4,114949,FALSE,,0,1920000,1920000
205533,complete,9/18/2020 21:00:43,20648,3,114962,FALSE,,0,1920000,1920000
108770,complete,3/20/2019 12:43:12,20661,4,115086,FALSE,,0,1920000,1920000
210023,complete,10/7/2020 20:30:02,20661,2,115096,FALSE,,0,1920000,1920000
164885,complete,2/7/2020 15:44:24,20664,4,115128,FALSE,,0,1920000,1920000
279355,complete,10/28/2021 18:59:37,20667,4,115150,FALSE,,0,1920000,1920000
224593,cancelled,12/5/2020 22:23:40,20670,2,115187,FALSE,,0,1920000,1920000
249723,complete,5/8/2021 7:37:47,20675,3,115249,FALSE,,0,1920000,1920000
117533,cancelled,5/16/2019 22:00:03,20677,2,115283,FALSE,,0,1920000,1920000
247737,complete,4/25/2021 14:51:49,20685,3,115364,FALSE,,0,1920000,1920000
159965,complete,1/10/2020 15:37:04,20694,2,115469,FALSE,,0,1920000,1920000
229755,complete,12/25/2020 18:45:15,20699,4,115528,FALSE,,0,1920000,1920000
112889,complete,4/20/2019 16:12:19,10098,2,100593,FALSE,,0,480000,480000
285603,complete,12/1/2021 21:49:23,10111,2,100667,FALSE,,0,480000,480000
278767,complete,10/25/2021 20:41:54,10148,3,100876,FALSE,,0,480000,480000
180887,complete,5/10/2020 17:41:15,10171,3,101011,FALSE,,0,480000,480000
222831,complete,11/28/2020 20:51:57,10252,1,101479,FALSE,,0,480000,480000
244216,complete,4/2/2021 17:33:39,10525,4,103164,FALSE,,0,480000,480000
233694,complete,1/17/2021 10:00:19,20031,2,110238,FALSE,,0,480000,480000
178972,complete,4/28/2020 11:51:26,20205,2,111322,FALSE,,0,480000,480000
179101,complete,4/29/2020 16:34:52,20256,3,111641,FALSE,,0,480000,480000
155197,complete,12/17/2019 10:37:41,10081,1,100474,FALSE,,0,3040000,3040000
255026,complete,6/14/2021 11:37:46,10034,2,100213,FALSE,,0,1600000,1600000
191064,complete,7/11/2020 15:50:22,10111,2,100663,FALSE,,0,1600000,1600000
127674,cancelled,7/16/2019 7:34:10,10119,2,100720,FALSE,,0,1600000,1600000
184828,complete,6/4/2020 19:47:38,10150,2,100890,FALSE,,0,1600000,1600000
251038,complete,5/16/2021 16:20:25,10152,1,100904,FALSE,,0,1600000,1600000
274157,complete,9/30/2021 12:44:38,10238,3,101401,FALSE,,0,1600000,1600000
253464,complete,6/3/2021 6:31:56,10249,2,101467,FALSE,,0,1600000,1600000
249106,complete,5/4/2021 8:05:05,10315,2,101900,FALSE,,0,1600000,1600000
255901,complete,6/20/2021 18:26:55,10395,2,102394,FALSE,,0,1600000,1600000
201474,complete,8/29/2020 12:25:15,10400,2,102423,FALSE,,0,1600000,1600000
239246,complete,2/25/2021 18:28:19,10422,1,102562,FALSE,,0,1600000,1600000
216828,complete,11/5/2020 12:33:57,10558,4,103372,FALSE,,0,1600000,1600000
249672,complete,5/7/2021 20:25:57,10564,1,103419,FALSE,,0,1600000,1600000
135935,complete,9/8/2019 19:51:28,10639,1,103864,FALSE,,0,1600000,1600000
226676,complete,12/13/2020 15:37:32,20098,1,110650,FALSE,,0,1600000,1600000
163607,complete,1/28/2020 22:56:11,20145,2,110934,FALSE,,0,1600000,1600000
184807,complete,6/4/2020 17:40:32,20337,1,112088,FALSE,,0,1600000,1600000
154444,complete,12/13/2019 18:36:48,20638,4,114852,FALSE,,0,1600000,1600000
169184,complete,2/28/2020 22:00:19,20673,2,115220,FALSE,,0,1600000,1600000
263647,complete,8/3/2021 15:16:39,10197,1,101164,FALSE,,0,160000,160000
223561,complete,12/1/2020 20:38:49,10344,4,102061,FALSE,,0,160000,160000
260574,complete,7/17/2021 13:59:10,10346,1,102074,FALSE,,0,160000,160000
287874,complete,12/14/2021 7:19:23,10361,1,102173,FALSE,,0,160000,160000
264048,complete,8/5/2021 14:49:02,10415,2,102514,FALSE,,0,160000,160000
158498,complete,1/2/2020 13:35:36,10422,2,102556,FALSE,,0,160000,160000
130918,complete,8/4/2019 22:42:33,10455,2,102756,FALSE,,0,160000,160000
141048,complete,10/9/2019 8:49:12,10502,2,103029,FALSE,,0,160000,160000
179031,complete,4/28/2020 16:35:59,10520,3,103131,FALSE,,0,160000,160000
223479,complete,12/1/2020 16:10:11,10600,3,103644,FALSE,,0,160000,160000
233714,complete,1/17/2021 13:20:08,10620,1,103761,FALSE,,0,160000,160000
169519,complete,3/2/2020 15:24:30,10631,2,103823,FALSE,,0,160000,160000
239854,complete,3/1/2021 17:40:38,20062,3,110413,FALSE,,0,160000,160000
197281,complete,8/11/2020 9:24:23,20104,3,110695,FALSE,,0,160000,160000
147731,complete,11/11/2019 6:15:17,20157,5,111014,FALSE,,0,160000,160000
159755,complete,1/9/2020 18:34:29,20193,1,111259,FALSE,,0,160000,160000
136736,complete,9/13/2019 19:36:14,20273,2,111751,FALSE,,0,160000,160000
285443,complete,12/1/2021 11:08:38,20280,3,111795,FALSE,,0,160000,160000
193595,complete,7/23/2020 8:19:54,11151,4,108317,FALSE,,0,2720000,2720000
236041,cancelled,2/5/2021 17:39:02,11237,2,109267,FALSE,,0,2720000,2720000
176969,complete,4/15/2020 16:33:50,10126,3,100754,FALSE,,0,1280000,1280000
123825,complete,6/24/2019 11:48:37,11154,4,108348,FALSE,,0,3840000,3840000
252844,complete,5/28/2021 18:15:03,11211,4,108964,FALSE,,0,3840000,3840000
159628,complete,1/9/2020 8:56:35,11218,4,109043,FALSE,,0,3840000,3840000
119559,complete,5/29/2019 16:34:11,11228,3,109159,FALSE,,0,3840000,3840000
128033,complete,7/18/2019 10:46:35,11286,4,109863,FALSE,,0,3840000,3840000
201908,complete,9/1/2020 20:50:03,11300,2,110043,FALSE,,0,3840000,3840000
209399,complete,10/5/2020 11:48:02,20607,4,114497,FALSE,,0,3840000,3840000
285385,complete,11/30/2021 21:41:01,20614,3,114575,FALSE,,0,3840000,3840000
195486,complete,8/2/2020 14:47:19,20641,2,114880,FALSE,,0,3840000,3840000
272861,complete,9/22/2021 20:45:32,10349,3,102097,FALSE,,0,2400000,2400000
203097,complete,9/7/2020 6:27:07,10362,1,102177,FALSE,,0,2400000,2400000
206974,cancelled,9/24/2020 17:42:30,10389,2,102352,FALSE,,0,2400000,2400000
204719,complete,9/14/2020 22:05:07,10403,2,102441,FALSE,,0,2400000,2400000
261606,complete,7/22/2021 18:22:57,10425,3,102584,FALSE,,0,2400000,2400000
217890,complete,11/9/2020 10:47:33,11116,2,107986,FALSE,,0,2400000,2400000
249970,complete,5/9/2021 17:10:53,11267,2,109646,FALSE,,0,2400000,2400000
253079,complete,5/30/2021 15:18:54,20086,2,110576,FALSE,,0,2400000,2400000
141379,complete,10/10/2019 18:05:35,20114,4,110748,FALSE,,0,2400000,2400000
261093,complete,7/19/2021 21:53:24,20131,1,110847,FALSE,,0,2400000,2400000
145307,cancelled,10/29/2019 18:34:21,20142,1,110911,FALSE,,0,2400000,2400000
143440,complete,10/20/2019 14:02:52,20143,4,110916,FALSE,,0,2400000,2400000
161327,complete,1/16/2020 22:35:09,20314,1,111958,FALSE,,0,2400000,2400000
264661,complete,8/8/2021 7:07:01,20318,1,111980,FALSE,,0,2400000,2400000
246180,complete,4/15/2021 9:30:42,20332,2,112063,FALSE,,0,2400000,2400000
153240,complete,12/7/2019 18:09:49,20632,2,114790,FALSE,,0,2400000,2400000
152390,complete,12/3/2019 22:17:39,20658,2,115059,FALSE,,0,2400000,2400000
237211,complete,2/13/2021 9:04:38,10274,1,101615,FALSE,,0,960000,960000
233909,complete,1/19/2021 6:33:56,10183,2,101082,FALSE,,0,640000,640000
152873,complete,12/5/2019 19:45:15,10247,2,101453,FALSE,,0,640000,640000
116552,cancelled,5/11/2019 21:46:22,10268,2,101584,FALSE,,0,640000,640000
244013,complete,4/1/2021 6:49:07,20044,3,110304,FALSE,,0,640000,640000
189446,complete,7/4/2020 6:31:08,20098,2,110649,FALSE,,0,640000,640000
163457,complete,1/28/2020 11:59:31,20161,2,111035,FALSE,,0,640000,640000
110579,complete,4/4/2019 21:52:44,20267,1,111711,FALSE,,0,640000,640000
131757,complete,8/10/2019 6:14:47,20619,3,114633,FALSE,,0,1952000,1952000
187260,complete,6/20/2020 16:37:29,10275,2,101623,FALSE,,0,1760000,1760000
268404,complete,8/30/2021 6:07:40,10022,2,100154,FALSE,,0,320000,320000
251095,complete,5/16/2021 20:43:12,10074,3,100436,FALSE,,0,320000,320000
283427,complete,11/20/2021 9:10:13,10253,1,101488,FALSE,,0,320000,320000
291135,complete,12/30/2021 22:51:05,10387,2,102337,FALSE,,0,320000,320000
114109,complete,4/27/2019 21:29:23,10487,2,102942,FALSE,,0,320000,320000
167098,complete,2/18/2020 19:06:56,10550,2,103331,FALSE,,0,320000,320000
246400,complete,4/17/2021 8:02:17,10595,3,103613,FALSE,,0,320000,320000
124233,complete,6/26/2019 14:09:38,20074,2,110487,FALSE,,0,320000,320000
246510,complete,4/17/2021 17:47:38,20102,3,110683,FALSE,,0,320000,320000
102623,complete,1/23/2019 17:36:42,20213,3,111362,FALSE,,0,320000,320000
234788,complete,1/25/2021 16:35:31,20221,2,111424,FALSE,,0,320000,320000
284303,complete,11/24/2021 14:17:56,20238,3,111542,FALSE,,0,320000,320000
145708,complete,11/2/2019 9:02:09,20324,4,112022,FALSE,,0,320000,320000
139560,cancelled,10/1/2019 22:20:17,10225,2,101334,FALSE,,0,2880000,2880000
115255,complete,5/4/2019 13:06:10,11124,4,108059,FALSE,,0,2880000,2880000
233260,complete,1/14/2021 20:48:06,11136,2,108179,FALSE,,0,2880000,2880000
243552,complete,3/26/2021 14:32:01,11154,1,108354,FALSE,,0,2880000,2880000
127286,complete,7/13/2019 21:59:13,11185,3,108674,FALSE,,0,2880000,2880000
139079,complete,9/29/2019 6:29:28,11288,4,109887,FALSE,,0,2880000,2880000
147222,complete,11/8/2019 18:12:56,11288,2,109888,FALSE,,0,2880000,2880000
174108,complete,3/26/2020 22:57:38,20613,4,114549,FALSE,,0,2880000,2880000
230510,complete,12/28/2020 20:42:20,20623,1,114702,FALSE,,0,2880000,2880000
283404,cancelled,11/20/2021 7:29:25,20644,4,114917,FALSE,,0,2880000,2880000
279285,complete,10/28/2021 9:39:03,20678,2,115293,FALSE,,0,2880000,2880000
112077,complete,4/14/2019 21:45:07,20700,4,115531,FALSE,,0,2880000,2880000
169377,complete,3/2/2020 6:07:53,10143,3,100836,FALSE,,0,1440000,1440000
157401,complete,12/27/2019 19:59:25,10678,2,104148,FALSE,,0,1440000,1440000
128665,complete,7/22/2019 14:08:44,10721,2,104528,FALSE,,0,1440000,1440000
252273,complete,5/24/2021 14:03:00,10743,4,104736,FALSE,,0,1440000,1440000
283881,complete,11/22/2021 13:03:02,10800,2,105241,FALSE,,0,1440000,1440000
272260,complete,9/19/2021 11:51:07,10812,2,105338,FALSE,,0,1440000,1440000
182468,complete,5/20/2020 11:52:48,10979,2,106762,FALSE,,0,1440000,1440000
132880,complete,8/18/2019 12:59:49,11107,3,107876,FALSE,,0,1440000,1440000
110318,complete,4/3/2019 13:45:17,11111,4,107921,FALSE,,0,1440000,1440000
206413,complete,9/22/2020 15:22:05,11121,4,108033,FALSE,,0,1440000,1440000
170407,complete,3/7/2020 7:23:31,11129,4,108117,FALSE,,0,1440000,1440000
122245,complete,6/14/2019 20:39:51,11131,2,108131,FALSE,,0,1440000,1440000
235019,complete,1/27/2021 12:12:03,11134,4,108162,FALSE,,0,1440000,1440000
115401,complete,5/5/2019 14:11:18,11138,4,108189,FALSE,,0,1440000,1440000
141958,cancelled,10/13/2019 20:28:40,11144,4,108265,FALSE,,0,1440000,1440000
203338,complete,9/8/2020 7:51:19,11163,4,108447,FALSE,,0,1440000,1440000
247145,cancelled,4/21/2021 18:22:06,11167,4,108496,FALSE,,0,1440000,1440000
134145,complete,8/27/2019 9:10:14,11170,2,108522,FALSE,,0,1440000,1440000
252319,complete,5/24/2021 18:29:26,11170,2,108527,FALSE,,0,1440000,1440000
213295,complete,10/21/2020 7:38:03,11173,3,108559,FALSE,,0,1440000,1440000
261401,complete,7/21/2021 20:20:06,11188,3,108716,FALSE,,0,1440000,1440000
277502,complete,10/19/2021 14:11:41,11194,3,108790,FALSE,,0,1440000,1440000
173133,complete,3/21/2020 16:50:59,11198,3,108822,FALSE,,0,1440000,1440000
120225,complete,6/3/2019 22:29:36,11199,2,108834,FALSE,,0,1440000,1440000
121625,complete,6/11/2019 15:45:08,11203,3,108875,FALSE,,0,1440000,1440000
119004,complete,5/26/2019 11:17:11,11213,4,108979,FALSE,,0,1440000,1440000
113189,complete,4/22/2019 15:01:03,11217,4,109027,FALSE,,0,1440000,1440000
106766,complete,3/2/2019 9:18:42,11224,4,109116,FALSE,,0,1440000,1440000
135467,complete,9/5/2019 21:44:24,11230,2,109187,FALSE,,0,1440000,1440000
116457,complete,5/11/2019 16:32:12,11233,4,109215,FALSE,,0,1440000,1440000
287999,complete,12/14/2021 17:55:36,11241,3,109312,FALSE,,0,1440000,1440000
129344,complete,7/25/2019 20:01:03,11248,2,109400,FALSE,,0,1440000,1440000
257364,complete,6/29/2021 20:12:53,11249,4,109425,FALSE,,0,1440000,1440000
122990,cancelled,6/19/2019 12:08:41,11251,4,109446,FALSE,,0,1440000,1440000
241703,complete,3/14/2021 11:32:05,11252,1,109456,FALSE,,0,1440000,1440000
107587,complete,3/9/2019 13:26:28,11254,2,109476,FALSE,,0,1440000,1440000
148726,complete,11/15/2019 16:50:51,11260,4,109548,FALSE,,0,1440000,1440000
136856,complete,9/14/2019 13:17:55,11265,3,109619,FALSE,,0,1440000,1440000
124471,complete,6/27/2019 20:30:19,11266,4,109630,FALSE,,0,1440000,1440000
189181,complete,7/2/2020 21:34:52,11267,2,109644,FALSE,,0,1440000,1440000
136669,complete,9/13/2019 12:46:27,11268,3,109652,FALSE,,0,1440000,1440000
222391,complete,11/26/2020 20:32:04,11271,4,109694,FALSE,,0,1440000,1440000
239888,complete,3/1/2021 19:50:50,11283,3,109827,FALSE,,0,1440000,1440000
137501,complete,9/18/2019 20:31:17,11290,3,109919,FALSE,,0,1440000,1440000
230403,cancelled,12/28/2020 9:34:30,11291,5,109944,FALSE,,0,1440000,1440000
224090,complete,12/4/2020 7:37:50,11297,3,110007,FALSE,,0,1440000,1440000
104174,complete,2/8/2019 13:27:58,11299,3,110028,FALSE,,0,1440000,1440000
269379,complete,9/5/2021 15:30:28,20428,4,112861,FALSE,,0,1440000,1440000
239273,complete,2/25/2021 21:56:36,20448,2,113026,FALSE,,0,1440000,1440000
171469,complete,3/12/2020 21:28:03,20471,4,113231,FALSE,,0,1440000,1440000
118735,cancelled,5/24/2019 19:38:36,20601,4,114445,FALSE,,0,1440000,1440000
115536,complete,5/6/2019 7:20:31,20618,4,114619,FALSE,,0,1440000,1440000
256322,complete,6/23/2021 16:34:30,20620,3,114658,FALSE,,0,1440000,1440000
260144,complete,7/14/2021 18:00:06,20624,1,114710,FALSE,,0,1440000,1440000
267114,complete,8/22/2021 6:29:33,20624,4,114711,FALSE,,0,1440000,1440000
252709,cancelled,5/27/2021 15:10:18,20627,4,114745,FALSE,,0,1440000,1440000
291010,complete,12/30/2021 16:08:46,20636,4,114833,FALSE,,0,1440000,1440000
119151,complete,5/27/2019 10:22:39,20637,2,114837,FALSE,,0,1440000,1440000
244325,complete,4/3/2021 14:42:09,20641,2,114883,FALSE,,0,1440000,1440000
194211,complete,7/26/2020 10:35:14,20647,2,114947,FALSE,,0,1440000,1440000
169206,complete,3/1/2020 7:15:11,20650,2,114983,FALSE,,0,1440000,1440000
137320,complete,9/17/2019 17:06:37,20658,4,115056,FALSE,,0,1440000,1440000
